timestamp;temperature (°C);humidity (%);pressure (hPa);wind_speed (km/h);wind_direction;battery_voltage (V)
1616664712;17,62;60;1005,62;1,30;8,0;13,4
1616665315;17,69;60;1005,87;3,30;10,0;14,5
1616665913;18,00;60;1005,98;5,60;13,0;14,5
1616666512;19,50;60;1008,17;3,50;14,0;14,5
1616667114;19,75;60;1008,64;0,40;11,0;13,9
1616667713;20,25;60;1009,77;0,10;0,0;13,9
1616668312;20,88;60;1009,82;0,90;10,0;13,8
1616668910;21,56;59;1010,20;1,70;2,0;13,9
1616669511;21,81;58;1010,83;0,00;4,0;13,7
1616670111;22,12;58;1011,12;4,60;8,0;13,8
1616670711;23,12;59;1011,94;2,20;3,0;13,7
1616671313;22,25;58;1010,57;4,10;15,0;13,8
1616671913;23,69;59;1012,60;0,10;4,0;13,7
1616672514;23,69;60;1011,58;3,10;11,0;13,8
1616673112;23,44;58;1010,86;0,00;13,0;13,6
1616673712;23,25;58;1010,06;0,00;0,0;13,8
1616674312;22,81;59;1009,08;10,80;2,0;13,8
1616674913;22,38;59;1008,39;1,30;12,0;13,7
1616675516;23,12;59;1009,46;0,90;2,0;13,8
1616676112;22,62;59;1008,21;5,40;3,0;13,8
1616676712;22,38;60;1007,77;4,90;4,0;13,7
1616677313;21,75;59;1005,99;8,70;2,0;13,7
1616677911;22,00;59;1006,34;6,60;0,0;13,8
1616678510;22,12;60;1006,98;4,70;4,0;13,8
1616679110;20,94;61;1005,09;3,70;2,0;13,8
1616679716;21,50;60;1006,38;0,30;3,0;13,8
1616680311;22,69;62;1008,03;5,90;14,0;13,7
1616680912;21,12;61;1004,00;6,90;12,0;13,2
1616681512;20,75;61;1002,76;8,70;12,0;13,1
1616682113;20,69;60;1002,92;0,10;2,0;13,2
1616682709;20,19;59;1001,83;9,60;0,0;13,0
1616683314;19,56;59;1001,17;1,30;3,0;13,0
1616683913;19,62;60;1001,28;6,00;3,0;13,0
1616684512;19,44;60;1001,72;6,10;0,0;13,8
1616685112;19,06;61;1000,79;18,40;2,0;13,0
1616685711;18,94;61;1000,84;6,90;2,0;13,1
1616686310;18,25;62;999,76;10,80;2,0;12,9
1616686910;17,69;62;999,15;10,40;2,0;12,9
1616687512;17,19;62;998,55;6,50;0,0;12,9
1616688114;16,94;63;998,12;6,10;1,0;12,8
1616688712;16,69;81;997,88;9,70;2,0;12,8
1616689312;16,81;63;998,43;16,80;2,0;12,9
1616689913;16,94;64;999,17;8,90;2,0;13,1
1616690513;17,06;65;998,90;10,90;1,0;13,0
1616691111;16,88;64;998,67;12,90;2,0;12,9
1616691712;15,69;64;997,02;8,00;1,0;12,8
1616692312;15,19;64;996,92;6,90;3,0;12,8
1616692911;14,81;65;996,37;4,80;15,0;12,8
1616693513;14,69;65;995,84;9,90;0,0;12,7
1616694110;14,12;65;994,98;15,80;1,0;12,7
1616694710;13,31;66;994,07;6,80;2,0;12,7
1616695312;13,12;67;993,85;6,00;1,0;12,7
1616742113;9,19;68;988,90;5,50;12,0;12,7
1616742714;9,62;64;989,75;2,00;12,0;12,7
1616743311;10,31;63;990,81;4,70;12,0;12,8
1616743911;9,88;63;990,11;4,50;12,0;12,8
1616744510;10,56;63;991,32;5,70;11,0;12,9
1616745113;9,81;63;990,03;2,40;13,0;12,8
1616745712;11,44;63;992,63;8,80;11,0;13,1
1616746313;12,19;63;993,51;7,80;10,0;13,2
1616746911;12,94;63;994,70;1,10;14,0;13,2
1616747511;13,81;62;995,80;5,80;11,0;13,3
1616748113;14,94;62;997,50;3,20;13,0;13,3
1616748711;15,69;61;998,60;4,20;12,0;13,4
1616749312;16,44;60;999,41;6,00;14,0;13,6
1616749911;17,31;60;1000,88;1,70;10,0;14,6
1616750512;17,62;60;1001,30;7,00;10,0;14,5
1616751109;17,88;60;1001,69;6,40;12,0;14,5
1616751711;18,50;60;1002,37;2,40;11,0;14,5
1616752310;19,56;60;1004,03;0,20;13,0;14,5
1616752910;20,12;60;1004,76;2,70;14,0;14,5
1616753512;20,12;59;1004,25;6,60;14,0;14,4
1616754112;20,19;59;1004,18;7,60;14,0;14,4
1616754712;20,69;59;1004,98;10,50;11,0;14,3
1616755309;21,31;59;1005,95;0,90;15,0;14,5
1616755912;21,12;59;1005,41;5,40;13,0;14,5
1616756513;20,75;59;1004,69;11,90;12,0;14,5
1616757111;21,62;59;1005,91;9,60;6,0;14,3
1616757710;21,62;59;1005,91;3,70;10,0;14,5
1616758311;21,75;58;1006,06;10,30;13,0;13,7
1616758912;21,12;60;1004,99;1,20;0,0;13,8
1616759511;20,94;59;1004,72;11,20;11,0;13,9
1616760111;21,94;59;1006,95;0,10;10,0;13,7
1616760710;22,94;61;1007,78;5,10;8,0;13,7
1616761312;22,81;60;1007,89;11,30;11,0;13,7
1616761912;22,00;60;1006,75;4,20;7,0;13,8
1616762513;22,50;60;1007,23;4,80;8,0;13,9
1616763112;22,88;60;1006,88;6,30;12,0;13,9
1616763711;22,88;60;1006,98;2,90;7,0;13,8
1616764311;22,62;61;1005,19;0,80;12,0;13,7
1616764911;21,94;60;1003,46;4,50;9,0;13,7
1616765512;21,62;60;1002,03;14,90;10,0;13,7
1616766113;21,44;60;1001,10;6,80;7,0;13,8
1616766711;21,50;59;1001,49;3,90;14,0;13,7
1616767312;22,62;59;1003,38;6,80;9,0;13,6
1616767913;22,81;59;1003,63;8,20;10,0;13,6
1616768512;22,69;59;1003,20;12,10;11,0;13,6
1616769113;21,88;59;1002,33;14,30;12,0;13,7
1616769710;21,19;60;1001,39;9,30;12,0;13,8
1616770312;20,94;61;1000,52;8,90;11,0;13,7
1616770912;21,88;61;1002,00;8,70;10,0;13,6
1616771514;21,38;61;1001,38;13,30;8,0;13,7
1616772112;22,62;60;1003,37;4,90;7,0;13,8
1616772711;21,94;61;1002,26;5,90;11,0;13,7
1616773312;21,06;60;1000,74;10,00;10,0;13,7
1616773911;20,00;61;998,65;12,40;12,0;13,3
1616774511;20,06;60;998,83;7,60;10,0;13,3
1616775113;19,81;61;998,10;8,60;11,0;13,2
1616775713;19,06;60;997,17;14,90;10,0;13,0
1616776314;18,56;60;996,55;5,50;11,0;13,0
1616776910;18,44;61;996,41;11,60;12,0;13,0
1616777512;18,19;62;996,04;6,80;12,0;12,9
1616778110;17,75;62;995,48;10,30;12,0;12,9
1616778710;17,38;62;995,06;7,60;12,0;12,9
1616779314;17,38;62;994,93;9,50;12,0;12,8
1616779911;17,19;63;994,52;9,10;10,0;12,8
1616780510;16,62;61;994,15;11,50;12,0;12,8
1616781113;16,44;62;993,92;5,80;13,0;12,8
1616781709;16,44;63;993,91;9,50;12,0;12,8
1616828515;8,50;63;988,19;13,00;12,0;12,7
1616829115;10,00;66;990,44;15,40;14,0;12,8
1616829710;10,00;64;990,64;10,90;14,0;12,8
1616830311;9,44;62;989,66;13,60;13,0;12,7
1616830912;9,44;63;989,92;24,00;12,0;12,7
1616831510;10,31;63;991,99;22,70;14,0;13,1
1616832112;11,00;63;992,52;11,00;14,0;13,1
1616832711;9,12;62;990,12;25,20;12,0;12,9
1616833314;11,31;63;994,01;19,70;15,0;13,4
1616833911;10,19;64;992,40;19,50;14,0;13,2
1616834511;11,88;62;994,91;10,80;12,0;13,5
1616835111;10,88;62;993,99;20,50;14,0;13,6
1616835710;12,19;63;995,96;14,10;13,0;14,1
1616836312;12,31;63;994,88;30,30;14,0;13,2
1616836910;12,75;61;995,79;13,40;12,0;13,2
1616837511;12,31;62;996,43;17,30;12,0;14,2
1616838110;12,88;63;997,25;9,60;13,0;13,3
1616838710;12,19;63;996,24;11,90;12,0;14,4
1616839313;11,06;63;994,14;24,80;14,0;13,2
1616839913;10,94;63;994,04;11,00;14,0;13,2
1616840512;12,88;64;997,51;27,30;0,0;14,3
1616841113;13,00;64;997,16;21,70;14,0;14,1
1616841717;16,38;62;1001,27;38,80;14,0;14,5
1616842314;15,94;60;1001,42;12,10;13,0;14,8
1616842913;16,88;59;1002,33;18,90;13,0;14,5
1616843513;14,50;59;998,66;14,40;13,0;13,3
1616844113;13,69;59;997,88;18,00;14,0;13,3
1616844712;13,25;62;997,71;15,20;14,0;14,3
1616845313;14,06;62;998,36;7,20;14,0;13,3
1616845912;12,62;61;996,47;22,40;14,0;13,0
1616846513;12,50;63;996,85;10,90;12,0;14,5
1616847112;13,12;63;997,27;9,90;13,0;13,2
1616847711;13,12;63;997,13;10,50;12,0;13,4
1616848312;13,88;62;998,38;11,10;14,0;14,6
1616848913;14,81;62;999,22;24,80;13,0;13,7
1616849514;13,75;60;998,03;16,00;13,0;13,9
1616850114;13,44;61;997,74;31,20;12,0;14,6
1616850713;14,88;61;1000,66;23,10;15,0;14,5
1616851313;14,19;61;998,87;13,70;12,0;14,5
1616851912;14,25;61;999,08;13,80;13,0;14,6
1616852511;14,56;61;999,47;17,10;14,0;13,8
1616853113;15,62;60;1001,83;12,70;14,0;14,5
1616853711;14,19;61;998,99;15,60;14,0;13,3
1616854311;14,06;60;999,07;9,00;0,0;14,2
1616854911;13,81;61;998,48;29,00;14,0;13,2
1616855514;13,69;61;998,59;21,20;14,0;14,1
1616856111;14,75;62;1001,07;10,80;0,0;14,6
1616856712;13,75;62;998,93;13,40;15,0;13,2
1616857313;13,88;62;999,67;22,00;15,0;13,3
1616857912;12,62;62;997,64;17,00;13,0;13,2
1616858513;12,50;63;997,31;12,50;14,0;13,1
1616859113;12,38;63;997,03;26,30;14,0;13,0
1616859713;12,62;63;997,34;9,20;14,0;13,1
1616860315;12,44;63;997,11;10,10;13,0;13,0
1616860915;12,19;63;996,84;28,40;14,0;12,9
1616861512;12,00;63;996,78;17,00;13,0;12,9
1616862111;12,00;63;996,88;20,50;14,0;12,9
1616862711;11,62;63;996,62;9,50;14,0;12,9
1616863310;11,62;63;996,44;17,70;14,0;12,9
1616863912;11,56;64;996,49;12,80;15,0;12,8
1616864512;11,31;64;996,33;6,40;12,0;12,8
1616865114;11,19;63;996,30;7,00;15,0;12,8
1616865715;11,00;63;995,98;14,00;15,0;12,8
1616866312;10,88;63;995,94;15,30;13,0;12,8
1616866913;10,75;64;995,88;7,30;14,0;12,8
1616867514;10,50;64;995,66;6,10;14,0;12,7
1616868112;10,38;64;995,61;11,80;14,0;12,7
1616914915;7,44;64;992,50;12,10;10,0;12,7
1616915514;8,25;65;994,08;6,60;9,0;12,7
1616916112;8,88;65;995,65;9,30;12,0;12,9
1616916711;8,88;64;995,30;5,70;10,0;12,9
1616917309;8,19;63;994,76;7,10;12,0;12,8
1616917911;8,56;64;996,36;10,60;12,0;13,0
1616918510;9,75;65;998,27;7,50;12,0;13,2
1616919111;10,69;64;999,72;4,90;13,0;13,3
1616919709;11,50;62;1000,75;9,50;12,0;13,4
1616920311;12,31;62;1001,91;11,90;9,0;13,4
1616920911;12,88;61;1002,84;12,70;10,0;13,5
1616921512;13,25;62;1003,39;12,60;10,0;13,6
1616922113;14,19;61;1004,78;2,90;14,0;13,8
1616922712;14,44;61;1005,37;6,60;14,0;14,6
1616923312;15,75;61;1007,49;1,10;10,0;14,6
1616923911;16,31;61;1007,63;10,90;8,0;14,6
1616924511;16,38;60;1007,93;4,60;9,0;14,6
1616925110;16,56;60;1008,03;10,10;10,0;14,5
1616925712;17,06;59;1008,87;8,90;11,0;14,0
1616926312;18,06;60;1010,42;6,50;10,0;14,0
1616926913;18,44;60;1010,71;7,00;11,0;13,8
1616927512;18,62;59;1011,09;12,10;10,0;13,8
1616928111;18,69;60;1011,01;11,20;8,0;13,8
1616928711;18,81;59;1011,16;15,00;13,0;13,8
1616929312;18,81;60;1011,23;6,50;11,0;13,9
1616929912;18,62;60;1011,08;12,00;10,0;13,8
1616930513;18,56;60;1010,87;9,40;8,0;13,8
1616931111;19,12;61;1011,44;23,20;13,0;13,8
1616931711;18,69;60;1010,81;8,00;12,0;13,8
1616932312;18,94;61;1011,19;16,60;12,0;13,8
1616932909;19,00;60;1011,60;5,70;11,0;13,8
1616933512;19,19;61;1011,62;11,90;14,0;13,8
1616934112;19,69;60;1012,01;14,70;14,0;13,8
1616934711;19,50;60;1011,95;7,60;10,0;14,0
1616935314;19,50;61;1011,62;18,90;11,0;13,8
1616935914;19,69;61;1012,35;7,90;11,0;13,8
1616936513;19,62;61;1012,68;16,70;9,0;13,7
1616937115;20,06;61;1013,09;6,90;11,0;13,7
1616937712;19,94;61;1012,82;11,30;10,0;13,7
1616938311;20,12;61;1013,10;6,20;9,0;14,0
1616938911;19,31;61;1012,10;18,40;12,0;13,7
1616939513;19,94;62;1013,26;4,40;11,0;14,0
1616940112;20,44;159;1013,70;5,80;12,0;14,0
1616940713;20,19;62;1013,47;4,40;14,0;14,0
1616941311;20,50;62;1014,21;3,20;6,0;13,7
1616941910;20,81;62;1014,25;8,30;12,0;13,7
1616942514;20,38;62;1013,96;2,30;9,0;13,7
1616943112;20,44;62;1013,98;2,70;9,0;13,9
1616943712;20,31;62;1013,57;11,70;12,0;13,6
1616944314;20,12;62;1013,23;6,50;9,0;13,6
1616944912;19,94;62;1012,61;10,30;11,0;13,8
1616945513;19,62;62;1012,48;5,80;13,0;13,9
1616946111;20,31;63;1013,55;9,70;10,0;13,9
1616946711;20,31;62;1013,79;7,00;12,0;13,7
1616947311;19,69;62;1012,35;9,90;12,0;13,8
1616947911;19,19;62;1011,27;6,90;8,0;13,3
1616948511;18,19;62;1009,47;4,60;14,0;13,1
1616949113;17,81;62;1008,82;10,90;11,0;13,1
1616949713;17,38;63;1008,25;6,30;14,0;13,0
1616950314;17,44;62;1008,90;6,20;13,0;13,1
1616950913;17,38;62;1009,22;2,00;8,0;13,2
1616997717;7,69;63;996,38;2,60;14,0;12,6
1616998314;8,44;67;997,42;5,30;10,0;12,6
1616998913;8,75;65;998,02;6,70;12,0;12,6
1616999513;8,88;64;998,57;6,40;12,0;12,6
1617000114;9,50;63;999,70;1,00;12,0;12,7
1617000710;10,31;63;1001,01;5,00;12,0;12,7
1617001311;10,62;62;1001,65;9,00;12,0;12,7
1617001910;11,00;61;1002,56;7,10;12,0;12,8
1617002513;11,38;61;1003,22;4,30;12,0;12,9
1617003110;12,12;61;1004,30;5,00;13,0;13,0
1617003709;12,62;62;1004,88;12,30;12,0;13,1
1617004310;13,06;61;1005,80;3,80;12,0;13,2
1617004911;13,75;61;1006,59;7,70;12,0;13,3
1617005510;14,19;61;1007,26;7,50;13,0;13,3
1617006109;15,00;60;1008,60;8,50;12,0;13,4
1617006711;15,62;60;1009,51;9,90;12,0;13,4
1617007311;16,44;59;1010,67;8,10;13,0;13,5
1617007912;16,69;58;1011,23;3,20;11,0;13,7
1617008512;17,19;59;1012,06;7,70;12,0;14,6
1617009112;18,00;59;1012,93;8,30;13,0;14,5
1617009711;18,44;58;1013,45;6,80;12,0;14,4
1617010311;18,94;58;1014,34;0,00;0,0;14,5
1617010912;20,12;59;1015,95;6,80;14,0;14,4
1617011512;21,12;58;1017,18;7,00;9,0;14,5
1617012113;21,19;57;1017,13;8,40;10,0;14,4
1617012713;21,56;57;1017,84;5,30;12,0;14,2
1617013313;22,62;57;1019,05;8,30;13,0;14,6
1617013912;22,50;57;1019,16;4,30;10,0;14,2
1617014516;23,44;57;1020,35;6,10;11,0;14,2
1617014516;23,44;57;1020,35;6,10;11,0;14,2
1617015113;23,38;58;1019,84;4,50;12,0;14,5
1617015712;23,69;57;1020,55;4,20;13,0;14,1
1617016312;24,12;57;1021,43;4,10;15,0;13,6
1617016911;24,44;57;1021,93;5,60;11,0;14,1
1617017513;24,50;57;1022,47;7,00;8,0;14,0
1617018110;24,94;58;1022,64;0,40;14,0;13,6
1617018711;25,06;57;1023,44;5,30;9,0;13,6
1617019314;24,75;57;1022,83;5,30;11,0;13,6
1617019918;25,31;57;1024,00;0,60;6,0;13,8
1617020515;25,88;65;1025,06;0,00;8,0;13,6
1617021110;25,06;57;1023,23;5,70;8,0;13,5
1617021714;25,81;58;1024,28;2,40;10,0;13,6
1617022311;25,81;58;1024,65;7,50;8,0;13,6
1617022910;25,56;58;1023,78;3,50;7,0;13,6
1617023509;25,62;58;1023,54;1,70;4,0;13,6
1617024112;25,69;59;1023,94;1,20;8,0;13,5
1617024713;26,44;59;1024,18;4,70;8,0;13,5
1617025311;25,75;58;1023,03;2,10;6,0;13,5
1617025913;26,12;59;1022,03;5,30;13,0;13,5
1617026512;26,12;59;1021,78;0,70;2,0;13,5
1617027112;26,69;59;1022,79;3,80;2,0;13,9
1617027712;26,31;60;1022,12;10,70;5,0;13,4
1617028311;26,44;60;1022,15;4,90;10,0;13,8
1617028912;26,31;60;1022,19;4,40;8,0;14,0
1617029511;26,50;60;1022,27;0,80;15,0;13,4
1617030112;26,31;60;1021,87;2,90;3,0;13,4
1617030713;25,88;60;1021,16;4,60;4,0;13,9
1617031312;25,50;61;1020,62;6,50;5,0;13,6
1617031914;25,25;62;1020,59;3,20;5,0;13,6
1617032514;24,75;62;1019,25;7,40;7,0;13,7
1617033112;24,38;62;1018,92;3,10;6,0;13,7
1617033715;24,06;63;1018,43;2,40;3,0;13,6
1617034312;23,62;63;1017,77;0,50;7,0;13,7
1617034914;23,75;64;1018,01;0,00;13,0;13,7
1617035515;23,31;64;1017,20;5,10;7,0;13,7
1617036113;22,62;64;1016,27;5,20;7,0;13,7
1617036714;22,06;64;1015,28;2,00;6,0;13,4
1617037313;21,62;65;1014,29;3,80;7,0;13,2
1617037913;21,00;64;1013,37;1,60;9,0;13,1
1617038513;20,38;64;1012,22;4,00;7,0;13,0
1617039113;19,62;63;1011,23;4,10;7,0;12,9
1617039712;18,56;64;1009,86;0,60;5,0;12,9
1617040312;18,12;65;1008,89;1,90;4,0;12,9
1617040913;17,88;66;1008,16;3,60;5,0;12,9
1617080515;6,06;65;991,76;1,00;11,0;12,6
1617081114;6,19;71;992,03;4,80;10,0;12,6
1617081711;6,25;71;992,19;0,20;12,0;12,6
1617082313;6,69;70;993,00;4,50;9,0;12,6
1617082912;8,06;70;994,41;1,90;12,0;12,6
1617083512;8,94;68;995,31;4,00;13,0;12,6
1617084111;9,69;65;996,22;0,30;12,0;12,6
1617084710;10,50;63;997,42;1,80;12,0;12,6
1617085313;10,94;61;998,32;5,60;11,0;12,6
1617085910;11,31;61;999,00;4,30;12,0;12,7
1617086511;11,88;60;1000,09;0,10;12,0;12,7
1617087113;12,38;61;1001,00;0,80;10,0;12,7
1617087710;12,88;60;1001,89;2,50;12,0;12,8
1617088313;13,06;60;1002,38;5,70;11,0;12,9
1617088913;13,62;60;1003,35;1,90;11,0;12,9
1617089512;14,38;60;1004,52;1,50;10,0;13,1
1617090111;14,94;59;1005,28;2,10;11,0;13,1
1617090713;15,56;58;1006,34;0,00;4,0;13,2
1617091316;16,44;58;1007,61;2,40;9,0;13,3
1617091912;17,06;59;1008,38;5,20;12,0;13,3
1617092513;17,75;58;1009,31;5,00;12,0;13,4
1617093110;18,62;57;1010,89;0,00;10,0;13,4
1617093713;19,69;58;1012,12;1,90;12,0;13,5
1617094313;20,44;57;1013,31;0,00;3,0;13,6
1617094913;20,94;57;1014,05;0,90;8,0;13,8
1617095510;21,56;57;1014,86;0,00;10,0;14,5
1617096111;22,44;56;1015,93;0,10;12,0;14,4
1617096712;22,31;56;1016,21;7,00;2,0;14,4
1617097312;23,38;57;1017,62;0,90;7,0;14,3
1617097912;24,06;58;1018,46;0,00;0,0;14,3
1617098513;24,81;57;1019,51;3,00;7,0;14,3
1617099111;25,12;57;1019,96;0,20;3,0;14,3
1617099713;24,50;56;1018,79;1,70;1,0;14,3
1617100313;24,81;57;1018,95;5,90;8,0;14,6
1617100913;25,00;57;1019,00;6,80;2,0;14,1
1617101512;25,75;57;1019,58;5,90;1,0;14,2
1617102114;25,56;56;1018,81;5,50;5,0;14,2
1617102713;25,81;56;1019,36;2,10;4,0;14,1
1617103312;26,56;57;1020,46;6,90;5,0;13,5
1617103911;26,44;56;1020,66;0,00;7,0;13,5
1617104512;27,12;56;1021,46;0,00;0,0;13,5
1617105114;26,94;56;1021,32;5,30;1,0;13,5
1617105712;27,12;56;1021,63;6,90;6,0;13,5
1617106313;26,38;57;1020,71;4,90;4,0;13,5
1617106913;26,62;56;1021,09;5,30;3,0;13,5
1617107513;26,38;57;1020,31;4,30;4,0;13,8
1617108112;26,88;57;1020,77;10,50;2,0;13,5
1617108713;26,81;57;1020,64;10,20;2,0;13,5
1617109312;27,12;57;1021,62;0,90;2,0;13,5
1617109910;27,12;57;1019,89;14,00;4,0;13,5
1617110513;27,06;57;1020,02;4,60;2,0;13,5
1617111109;27,44;57;1020,20;13,20;4,0;13,5
1617111711;27,50;57;1019,37;15,60;2,0;13,5
1617111711;27,50;57;1019,37;15,60;2,0;13,5
1617112310;27,44;57;1019,11;3,50;3,0;14,0
1617112912;27,44;57;1018,29;5,40;6,0;13,4
1617113514;27,69;57;1018,21;5,00;3,0;14,0
1617114110;27,44;57;1018,10;12,30;4,0;13,4
1617114713;27,38;57;1017,96;14,10;2,0;13,5
1617115313;27,50;58;1018,45;2,20;3,0;13,4
1617115913;27,50;58;1018,31;2,50;16,0;13,9
1617116511;27,50;58;1018,01;9,90;3,0;13,9
1617117112;27,19;58;1017,72;5,70;4,0;13,5
1617117713;26,88;59;1017,08;2,70;4,0;13,6
1617118311;26,75;59;1016,85;1,80;4,0;13,6
1617118911;26,44;59;1016,19;13,40;4,0;13,6
1617119511;26,38;60;1016,32;6,50;4,0;13,6
1617120112;25,88;59;1015,06;6,20;4,0;13,6
1617120712;25,56;59;1014,85;1,20;13,0;13,6
1617121311;25,31;60;1014,20;8,30;6,0;13,6
1617121914;24,94;60;1013,65;1,70;10,0;13,6
1617122511;24,62;60;1012,95;1,20;3,0;13,6
1617123110;24,12;60;1012,28;5,20;4,0;13,4
1617123712;23,69;61;1011,53;2,30;7,0;13,3
1617124313;23,19;61;1010,47;4,50;6,0;13,1
1617124911;22,62;61;1009,53;8,00;4,0;13,0
1617125513;22,12;62;1008,43;4,30;4,0;13,0
1617126115;21,25;62;1007,41;0,10;6,0;12,9
1617126710;20,69;61;1006,40;3,60;5,0;12,9
1617127316;20,25;62;1005,48;4,30;3,0;12,9
1617166914;8,44;61;988,29;2,00;12,0;12,7
1617167512;8,31;66;988,18;3,50;12,0;12,7
1617168112;8,38;66;988,25;0,00;10,0;12,7
1617168713;8,50;65;989,02;5,70;12,0;12,7
1617169313;9,12;65;989,58;3,90;12,0;12,7
1617169914;10,31;64;990,34;0,90;9,0;12,7
1617170515;11,12;62;991,25;2,40;13,0;12,7
1617171114;11,69;61;991,83;4,70;11,0;12,7
1617171714;12,25;60;992,68;8,00;12,0;12,7
1617172314;12,81;59;993,59;1,20;12,0;12,7
1617172914;13,00;59;994,08;2,50;11,0;12,7
1617173512;13,69;59;995,23;0,20;14,0;12,7
1617174111;13,94;58;995,81;5,10;12,0;12,8
1617174711;14,31;58;996,47;6,30;11,0;12,9
1617175311;14,75;57;997,26;4,20;13,0;13,0
1617175912;15,38;57;998,04;5,90;12,0;13,1
1617176511;15,94;57;998,82;6,80;12,0;13,2
1617177110;16,81;56;1000,06;6,80;12,0;13,3
1617177711;17,00;76;1000,35;6,30;12,0;13,3
1617178313;18,00;56;1001,74;3,00;10,0;13,4
1617178912;19,06;55;1003,33;5,60;9,0;13,5
1617179514;19,81;55;1004,29;5,70;10,0;13,5
1617180112;20,12;55;1004,64;7,60;10,0;13,5
1617180710;20,88;54;1005,64;11,90;12,0;13,6
1617181311;21,38;54;1006,05;7,30;10,0;13,7
1617181911;21,88;53;1006,94;4,70;7,0;14,4
1617182514;22,19;54;1007,12;4,10;9,0;14,3
1617183112;22,81;54;1008,03;12,10;12,0;14,4
1617183712;23,06;55;1008,31;2,60;13,0;14,2
1617184312;23,88;54;1009,23;7,30;11,0;14,4
1617184913;24,25;53;1009,66;11,10;13,0;14,2
1617185512;24,94;53;1010,63;6,20;9,0;14,2
1617186114;26,25;53;1012,42;0,80;12,0;14,4
1617186714;26,12;52;1011,16;6,10;10,0;14,1
1617187311;26,69;52;1011,25;6,70;12,0;14,1
1617187914;27,44;52;1011,31;3,40;12,0;14,4
1617188513;28,25;52;1011,60;6,80;14,0;14,1
1617189112;28,62;51;1012,09;5,40;4,0;14,1
1617189710;29,00;51;1013,24;0,00;4,0;13,8
1617190310;29,81;51;1014,81;0,10;1,0;13,8
1617190912;29,56;52;1014,57;4,60;8,0;13,7
1617191512;30,31;53;1015,51;2,70;4,0;13,4
1617192112;29,31;52;1014,64;4,30;7,0;13,5
1617192714;29,69;53;1015,31;4,40;7,0;13,4
1617193312;29,88;53;1015,67;0,20;4,0;13,4
1617193911;30,19;54;1014,80;2,70;5,0;13,4
1617194512;29,31;54;1013,26;7,40;8,0;13,5
1617195110;29,50;54;1013,85;3,00;8,0;13,5
1617195710;30,00;54;1014,74;3,20;2,0;13,7
1617196312;30,62;54;1014,59;2,30;8,0;13,4
1617196913;30,81;54;1013,80;6,60;7,0;13,7
1617197513;30,62;53;1012,84;0,00;3,0;13,4
1617198111;30,62;54;1011,59;5,90;8,0;13,4
1617198711;30,44;54;1011,29;4,70;2,0;13,7
1617199313;30,81;55;1011,94;0,60;14,0;13,4
1617199910;31,19;55;1012,11;3,00;7,0;13,3
1617200513;31,12;55;1011,80;0,10;7,0;13,3
1617201113;31,56;55;1012,14;2,00;10,0;13,3
1617201712;31,00;55;1009,98;7,60;13,0;13,7
1617202312;30,62;55;1009,98;0,90;15,0;13,7
1617202911;30,69;55;1010,25;0,10;4,0;13,3
1617203511;30,75;56;1010,50;0,00;5,0;13,4
1617204110;30,44;56;1009,68;1,90;15,0;13,5
1617204712;30,19;57;1009,70;0,10;1,0;13,5
1617205314;29,81;57;1009,12;0,00;7,0;13,5
1617205912;29,62;57;1009,13;0,40;1,0;13,5
1617206514;28,88;57;1007,73;4,00;3,0;13,5
1617207112;28,44;57;1007,05;4,90;8,0;13,5
1617207712;27,69;58;1006,13;2,30;3,0;13,5
1617208311;27,50;58;1005,55;2,30;4,0;13,5
1617208912;27,00;58;1004,91;3,00;7,0;13,5
1617209512;26,44;58;1003,85;2,60;6,0;13,4
1617210114;25,94;58;1003,08;0,40;3,0;13,2
1617210711;25,38;58;1002,04;4,40;3,0;13,1
1617211313;24,75;58;1000,87;1,70;3,0;13,0
1617211911;24,06;59;999,75;1,80;4,0;13,0
1617212510;23,06;59;998,64;0,80;4,0;13,0
1617213109;22,31;59;997,38;0,00;5,0;12,9
1617213711;22,00;60;996,52;0,00;6,0;12,9
1617253313;11,06;60;980,53;6,70;12,0;12,7
1617253911;11,06;61;980,76;5,10;12,0;12,7
1617254511;11,25;62;981,05;7,70;12,0;12,7
1617255114;11,56;61;981,59;4,00;10,0;12,7
1617255713;11,69;61;981,90;11,10;12,0;12,7
1617256310;11,75;60;981,94;9,80;10,0;12,7
1617256912;12,50;59;982,80;4,80;11,0;12,7
1617257510;13,62;61;984,00;7,40;12,0;12,7
1617258112;14,38;58;984,96;6,10;11,0;12,7
1617258712;14,94;57;986,11;3,40;13,0;12,7
1617259312;15,31;56;986,76;5,30;11,0;12,7
1617259913;15,75;55;987,66;7,90;13,0;12,8
1617260511;15,94;55;987,99;11,00;11,0;12,8
1617261112;16,31;55;988,80;12,20;11,0;12,9
1617261713;16,69;54;989,33;18,10;11,0;13,0
1617262310;17,56;54;990,62;11,50;10,0;13,1
1617262913;18,31;54;991,60;9,30;10,0;13,2
1617263511;18,88;54;992,39;10,10;11,0;13,2
1617264112;19,62;53;993,16;16,30;10,0;13,3
1617264712;20,12;53;993,93;7,40;12,0;13,4
1617265311;21,00;52;995,26;6,80;12,0;13,4
1617265912;21,69;51;996,20;9,30;14,0;13,4
1617266512;21,50;51;996,15;9,80;14,0;13,4
1617267113;22,50;52;997,70;10,00;12,0;13,5
