timestamp,date,temperature (*C),humidity (%),pressure (hPa),wind_speed (km/h),wind_direction,battery_voltage (V)
1620449514,2021-05-08T06:51:54+02:00,5.25,71,977.77,3.30,10.0,12.8
1620450110,2021-05-08T07:01:50+02:00,8.44,71,980.79,0.50,10.0,12.8
1620450712,2021-05-08T07:11:52+02:00,11.50,67,983.52,5.10,9.0,12.8
1620451312,2021-05-08T07:21:52+02:00,12.56,59,984.99,0.10,15.0,12.8
1620451912,2021-05-08T07:31:52+02:00,11.44,57,984.63,6.40,11.0,12.8
1620452512,2021-05-08T07:41:52+02:00,10.38,57,984.32,5.20,12.0,12.8
1620453113,2021-05-08T07:51:53+02:00,11.06,59,985.20,4.50,10.0,12.9
1620453711,2021-05-08T08:01:51+02:00,10.50,58,984.68,6.30,9.0,12.8
1620454311,2021-05-08T08:11:51+02:00,10.31,59,984.30,6.70,11.0,12.8
1620454913,2021-05-08T08:21:53+02:00,9.81,60,984.01,5.60,9.0,12.8
1620455514,2021-05-08T08:31:54+02:00,12.06,60,986.29,4.30,12.0,12.9
1620456115,2021-05-08T08:41:55+02:00,14.62,60,989.43,1.30,11.0,13.0
1620456711,2021-05-08T08:51:51+02:00,14.62,57,989.54,3.60,10.0,13.0
1620457312,2021-05-08T09:01:52+02:00,14.69,55,989.89,10.90,12.0,13.1
1620457911,2021-05-08T09:11:51+02:00,14.00,56,989.37,1.40,8.0,13.1
1620458511,2021-05-08T09:21:51+02:00,14.31,57,990.31,11.20,12.0,13.2
1620459111,2021-05-08T09:31:51+02:00,14.44,57,990.61,12.40,10.0,13.2
1620459712,2021-05-08T09:41:52+02:00,15.94,57,992.88,10.30,8.0,13.3
1620460310,2021-05-08T09:51:50+02:00,16.19,57,993.16,9.40,9.0,13.4
1620460914,2021-05-08T10:01:54+02:00,17.06,56,994.64,7.60,9.0,13.5
1620461513,2021-05-08T10:11:53+02:00,17.69,56,995.50,1.10,6.0,13.5
1620462114,2021-05-08T10:21:54+02:00,18.31,55,996.37,1.40,10.0,13.5
1620462711,2021-05-08T10:31:51+02:00,18.94,55,997.17,4.20,11.0,13.6
1620463312,2021-05-08T10:41:52+02:00,19.75,55,998.07,4.30,9.0,13.5
1620463911,2021-05-08T10:51:51+02:00,20.38,55,998.65,1.10,12.0,13.4
1620464512,2021-05-08T11:01:52+02:00,20.75,54,998.81,2.70,16.0,13.4
1620465114,2021-05-08T11:11:54+02:00,20.94,53,999.15,13.70,9.0,13.4
1620465712,2021-05-08T11:21:52+02:00,21.31,53,999.68,4.90,10.0,13.6
1620466313,2021-05-08T11:31:53+02:00,22.44,54,999.82,8.00,9.0,13.9
1620466911,2021-05-08T11:41:51+02:00,21.81,54,999.30,9.10,10.0,14.2
1620467511,2021-05-08T11:51:51+02:00,21.75,54,999.02,1.30,8.0,13.7
1620468111,2021-05-08T12:01:51+02:00,22.00,54,999.05,6.90,11.0,14.4
1620468714,2021-05-08T12:11:54+02:00,22.25,54,999.18,9.90,11.0,14.4
1620469312,2021-05-08T12:21:52+02:00,23.06,55,1000.25,5.50,7.0,14.7
1620469912,2021-05-08T12:31:52+02:00,23.56,55,999.65,10.60,11.0,14.4
1620470512,2021-05-08T12:41:52+02:00,23.75,53,999.71,12.40,10.0,14.0
1620471113,2021-05-08T12:51:53+02:00,26.81,54,1000.01,4.10,8.0,14.3
1620471714,2021-05-08T13:01:54+02:00,23.69,153,996.50,7.30,10.0,14.3
1620472309,2021-05-08T13:11:49+02:00,23.19,53,995.12,6.90,13.0,14.3
1620472911,2021-05-08T13:21:51+02:00,22.69,53,994.52,18.80,10.0,14.3
1620473513,2021-05-08T13:31:53+02:00,22.00,54,993.36,3.40,9.0,13.5
1620474112,2021-05-08T13:41:52+02:00,20.69,54,991.86,10.00,12.0,13.4
1620474714,2021-05-08T13:51:54+02:00,20.06,54,991.14,10.40,11.0,13.3
1620475313,2021-05-08T14:01:53+02:00,19.50,56,990.61,7.30,11.0,13.2
1620475912,2021-05-08T14:11:52+02:00,19.56,56,990.52,11.90,12.0,13.3
1620476513,2021-05-08T14:21:53+02:00,19.81,56,990.71,12.20,12.0,13.3
1620477111,2021-05-08T14:31:51+02:00,20.12,55,991.07,6.30,11.0,13.4
1620477711,2021-05-08T14:41:51+02:00,21.00,55,992.06,5.20,10.0,14.4
1620478314,2021-05-08T14:51:54+02:00,21.06,55,992.06,13.90,12.0,14.4
1620478912,2021-05-08T15:01:52+02:00,21.31,54,992.16,6.20,13.0,14.4
1620479512,2021-05-08T15:11:52+02:00,22.31,54,993.48,5.00,13.0,14.3
1620480111,2021-05-08T15:21:51+02:00,22.62,54,994.11,5.00,11.0,14.3
1620480712,2021-05-08T15:31:52+02:00,23.31,53,995.12,9.00,12.0,14.2
1620481311,2021-05-08T15:41:51+02:00,24.69,53,997.03,10.70,10.0,14.1
1620481913,2021-05-08T15:51:53+02:00,25.00,52,997.24,5.60,8.0,14.0
1620482512,2021-05-08T16:01:52+02:00,24.12,59,995.92,6.00,13.0,14.1
1620483111,2021-05-08T16:11:51+02:00,22.88,53,994.48,0.60,8.0,14.3
1620483710,2021-05-08T16:21:50+02:00,22.69,54,993.99,1.00,12.0,13.9
1620484311,2021-05-08T16:31:51+02:00,23.06,55,994.31,8.00,13.0,14.3
1620484913,2021-05-08T16:41:53+02:00,23.06,55,994.56,8.70,8.0,14.3
1620485513,2021-05-08T16:51:53+02:00,23.25,54,995.06,0.10,11.0,14.0
1620486113,2021-05-08T17:01:53+02:00,22.12,55,993.12,10.20,9.0,13.5
1620486710,2021-05-08T17:11:50+02:00,21.94,55,992.86,8.90,9.0,13.8
1620487313,2021-05-08T17:21:53+02:00,22.88,56,994.57,7.70,9.0,13.7
1620487913,2021-05-08T17:31:53+02:00,24.50,56,996.92,8.00,11.0,13.8
1620488513,2021-05-08T17:41:53+02:00,22.31,55,993.57,1.70,11.0,13.7
1620489112,2021-05-08T17:51:52+02:00,24.44,56,996.79,4.00,12.0,13.7
1620489713,2021-05-08T18:01:53+02:00,24.69,55,997.86,8.00,9.0,13.6
1620490313,2021-05-08T18:11:53+02:00,24.12,55,997.01,10.00,11.0,13.7
1620490913,2021-05-08T18:21:53+02:00,23.56,57,996.00,6.10,10.0,13.7
1620491510,2021-05-08T18:31:50+02:00,23.06,57,995.40,3.60,10.0,13.7
1620492113,2021-05-08T18:41:53+02:00,22.62,58,994.59,9.20,9.0,13.7
1620492714,2021-05-08T18:51:54+02:00,23.12,59,995.53,3.90,8.0,13.7
1620493312,2021-05-08T19:01:52+02:00,23.06,59,995.25,12.40,9.0,13.7
1620493912,2021-05-08T19:11:52+02:00,22.81,59,994.89,2.10,10.0,13.6
1620494513,2021-05-08T19:21:53+02:00,22.38,59,994.29,2.40,11.0,13.3
1620495110,2021-05-08T19:31:50+02:00,21.94,59,993.79,1.00,8.0,13.2
1620495710,2021-05-08T19:41:50+02:00,21.69,60,993.17,2.60,7.0,13.1
1620496311,2021-05-08T19:51:51+02:00,21.25,60,992.38,0.80,7.0,13.1
1620496914,2021-05-08T20:01:54+02:00,20.81,61,991.70,6.50,9.0,13.0
1620497514,2021-05-08T20:11:54+02:00,20.31,60,991.08,3.60,9.0,13.0
1620498113,2021-05-08T20:21:53+02:00,19.75,61,990.25,3.40,8.0,13.0
1620498711,2021-05-08T20:31:51+02:00,19.00,60,988.92,1.30,7.0,13.0
1620499315,2021-05-08T20:41:55+02:00,17.75,61,987.61,1.90,8.0,13.0
1620499913,2021-05-08T20:51:53+02:00,17.56,62,986.93,1.50,9.0,13.0
1620500513,2021-05-08T21:01:53+02:00,17.25,62,986.50,5.70,9.0,13.0
1620501113,2021-05-08T21:11:53+02:00,16.94,62,986.20,3.70,9.0,13.0
1620501714,2021-05-08T21:21:54+02:00,16.50,63,985.57,0.60,7.0,13.0
1620502314,2021-05-08T21:31:54+02:00,16.06,62,985.14,0.20,11.0,12.9
1620502915,2021-05-08T21:41:55+02:00,15.75,63,984.76,1.70,10.0,12.9
1620503514,2021-05-08T21:51:54+02:00,15.75,63,984.68,3.70,9.0,12.9
1620504116,2021-05-08T22:01:56+02:00,15.75,63,984.72,5.50,9.0,12.9
1620504713,2021-05-08T22:11:53+02:00,15.62,63,984.55,2.90,9.0,12.9
1620505312,2021-05-08T22:21:52+02:00,15.12,63,983.95,0.20,11.0,12.9
1620505913,2021-05-08T22:31:53+02:00,14.81,64,983.60,0.10,11.0,12.9
1620506511,2021-05-08T22:41:51+02:00,14.69,64,983.60,2.40,12.0,12.9
1620507112,2021-05-08T22:51:52+02:00,14.44,64,983.35,1.20,12.0,12.9
1620507712,2021-05-08T23:01:52+02:00,14.44,64,983.23,2.90,11.0,12.9
1620529314,2021-05-09T05:01:54+02:00,10.88,64,976.92,2.90,13.0,12.8
1620529912,2021-05-09T05:11:52+02:00,11.00,64,976.95,4.90,12.0,12.8
1620530512,2021-05-09T05:21:52+02:00,10.88,64,976.83,4.10,11.0,12.8
1620531111,2021-05-09T05:31:51+02:00,10.88,64,976.77,5.00,10.0,12.8
1620531711,2021-05-09T05:41:51+02:00,10.62,64,976.48,0.50,14.0,12.8
1620532313,2021-05-09T05:51:53+02:00,10.56,65,976.27,0.00,12.0,12.8
1620532912,2021-05-09T06:01:52+02:00,10.50,65,976.35,1.10,12.0,12.8
1620533510,2021-05-09T06:11:50+02:00,10.88,64,976.54,0.00,12.0,12.8
1620534109,2021-05-09T06:21:49+02:00,10.62,64,976.17,0.00,12.0,12.8
1620534713,2021-05-09T06:31:53+02:00,10.69,64,976.27,0.00,14.0,12.8
1620535312,2021-05-09T06:41:52+02:00,10.81,64,976.56,4.00,3.0,12.8
1620535911,2021-05-09T06:51:51+02:00,11.12,64,977.32,0.00,3.0,12.8
1620536509,2021-05-09T07:01:49+02:00,13.38,64,978.28,4.10,4.0,12.8
1620537112,2021-05-09T07:11:52+02:00,14.75,64,979.04,0.00,4.0,12.8
1620537710,2021-05-09T07:21:50+02:00,16.69,59,980.46,0.00,7.0,12.8
1620538317,2021-05-09T07:31:57+02:00,18.38,72,982.09,0.50,8.0,12.8
1620538910,2021-05-09T07:41:50+02:00,18.69,72,982.93,2.00,9.0,12.8
1620539514,2021-05-09T07:51:54+02:00,19.38,53,983.90,4.60,8.0,12.8
1620540110,2021-05-09T08:01:50+02:00,19.81,52,984.79,2.50,8.0,12.8
1620540711,2021-05-09T08:11:51+02:00,19.88,52,985.36,1.40,8.0,12.8
1620541311,2021-05-09T08:21:51+02:00,20.62,52,986.61,1.90,10.0,12.8
1620541911,2021-05-09T08:31:51+02:00,21.00,52,987.32,5.60,8.0,12.8
1620542510,2021-05-09T08:41:50+02:00,22.06,51,988.89,0.40,10.0,12.9
1620543112,2021-05-09T08:51:52+02:00,22.25,51,989.17,4.70,11.0,12.9
1620543710,2021-05-09T09:01:50+02:00,22.06,51,989.24,4.60,12.0,13.0
1620544312,2021-05-09T09:11:52+02:00,22.44,52,989.91,6.20,9.0,13.0
1620544913,2021-05-09T09:21:53+02:00,23.31,52,991.18,0.80,13.0,13.1
1620545512,2021-05-09T09:31:52+02:00,23.06,51,990.78,11.90,12.0,13.2
1620546113,2021-05-09T09:41:53+02:00,23.75,51,991.75,6.70,12.0,13.3
1620546710,2021-05-09T09:51:50+02:00,24.25,51,991.81,5.90,9.0,13.3
1620547310,2021-05-09T10:01:50+02:00,24.81,51,991.71,1.30,9.0,13.4
1620547913,2021-05-09T10:11:53+02:00,25.81,51,991.50,0.10,9.0,13.4
1620548512,2021-05-09T10:21:52+02:00,26.88,50,991.26,5.40,12.0,13.4
1620549111,2021-05-09T10:31:51+02:00,27.62,50,991.23,0.60,12.0,13.4
1620549714,2021-05-09T10:41:54+02:00,29.00,49,990.88,0.60,11.0,13.4
1620550310,2021-05-09T10:51:50+02:00,29.06,49,990.61,8.30,8.0,13.3
1620550913,2021-05-09T11:01:53+02:00,28.50,50,990.05,7.90,11.0,13.3
1620551510,2021-05-09T11:11:50+02:00,27.94,53,989.76,10.30,8.0,13.3
1620552111,2021-05-09T11:21:51+02:00,29.56,50,991.07,4.60,8.0,13.5
1620552712,2021-05-09T11:31:52+02:00,30.81,51,990.90,3.60,10.0,13.5
1620553311,2021-05-09T11:41:51+02:00,31.94,50,991.57,1.90,11.0,13.8
1620553911,2021-05-09T11:51:51+02:00,32.62,49,991.19,13.80,12.0,14.1
1620554510,2021-05-09T12:01:50+02:00,32.31,49,990.41,2.40,12.0,13.9
1620555110,2021-05-09T12:11:50+02:00,32.00,49,990.04,15.10,11.0,13.6
1620555712,2021-05-09T12:21:52+02:00,31.81,49,990.12,10.40,11.0,14.2
1620556315,2021-05-09T12:31:55+02:00,32.06,50,990.44,9.30,10.0,13.8
1620556912,2021-05-09T12:41:52+02:00,31.62,50,989.86,9.70,11.0,13.7
1620557512,2021-05-09T12:51:52+02:00,32.19,50,990.20,16.20,11.0,14.5
1620558115,2021-05-09T13:01:55+02:00,32.88,50,990.74,8.10,10.0,14.1
1620558713,2021-05-09T13:11:53+02:00,33.00,49,990.29,6.40,12.0,14.2
1620559313,2021-05-09T13:21:53+02:00,33.50,49,990.39,15.40,11.0,13.8
1620559912,2021-05-09T13:31:52+02:00,33.44,49,990.27,9.70,12.0,13.8
1620560515,2021-05-09T13:41:55+02:00,33.75,50,990.51,18.80,12.0,13.9
1620561110,2021-05-09T13:51:50+02:00,33.56,49,989.70,17.30,10.0,13.9
1620561713,2021-05-09T14:01:53+02:00,34.75,49,990.72,14.50,10.0,13.3
1620562313,2021-05-09T14:11:53+02:00,34.50,49,990.07,19.30,10.0,13.1
1620562911,2021-05-09T14:21:51+02:00,33.00,48,988.17,11.60,11.0,13.6
1620563512,2021-05-09T14:31:52+02:00,32.31,50,986.86,9.30,10.0,13.4
1620564112,2021-05-09T14:41:52+02:00,32.25,50,986.72,4.90,10.0,13.6
1620564713,2021-05-09T14:51:53+02:00,33.19,50,987.99,14.20,9.0,13.1
1620565312,2021-05-09T15:01:52+02:00,34.56,50,990.27,10.10,12.0,13.2
1620565914,2021-05-09T15:11:54+02:00,33.62,49,988.94,16.60,13.0,13.2
1620566513,2021-05-09T15:21:53+02:00,34.31,49,990.20,1.50,9.0,13.3
1620567115,2021-05-09T15:31:55+02:00,33.81,50,989.83,22.20,10.0,13.2
1620567714,2021-05-09T15:41:54+02:00,34.31,51,990.40,23.30,11.0,13.2
1620568311,2021-05-09T15:51:51+02:00,35.12,50,991.30,4.00,15.0,13.1
1620568912,2021-05-09T16:01:52+02:00,34.44,50,989.83,11.50,8.0,13.9
1620569511,2021-05-09T16:11:51+02:00,34.50,50,990.02,6.50,15.0,13.2
1620570112,2021-05-09T16:21:52+02:00,35.19,51,991.23,10.50,10.0,13.3
1620570713,2021-05-09T16:31:53+02:00,34.75,51,990.17,20.90,11.0,13.1
1620571312,2021-05-09T16:41:52+02:00,34.31,51,989.86,4.90,13.0,13.2
1620571910,2021-05-09T16:51:50+02:00,33.81,52,988.91,13.10,11.0,13.1
1620572513,2021-05-09T17:01:53+02:00,32.81,52,987.15,25.00,12.0,13.4
1620573113,2021-05-09T17:11:53+02:00,33.38,53,987.55,11.00,13.0,13.3
1620573712,2021-05-09T17:21:52+02:00,32.75,52,986.53,9.30,13.0,13.3
1620574311,2021-05-09T17:31:51+02:00,32.06,52,985.29,0.10,3.0,13.4
1620574911,2021-05-09T17:41:51+02:00,31.56,52,984.37,16.40,12.0,13.3
1620575509,2021-05-09T17:51:49+02:00,30.62,52,983.42,5.40,12.0,13.3
1620576111,2021-05-09T18:01:51+02:00,31.50,53,985.06,8.50,12.0,13.4
1620576713,2021-05-09T18:11:53+02:00,31.94,53,985.30,6.80,11.0,13.4
1620577313,2021-05-09T18:21:53+02:00,31.88,52,985.27,8.00,14.0,13.4
1620577913,2021-05-09T18:31:53+02:00,31.81,53,985.20,2.90,9.0,13.3
1620578511,2021-05-09T18:41:51+02:00,30.69,52,983.52,5.40,11.0,13.2
1620579115,2021-05-09T18:51:55+02:00,29.44,53,981.97,10.60,12.0,13.1
1620579712,2021-05-09T19:01:52+02:00,28.75,53,980.98,7.70,13.0,13.1
1620580311,2021-05-09T19:11:51+02:00,28.25,55,980.39,11.10,12.0,13.1
1620580915,2021-05-09T19:21:55+02:00,27.69,55,979.83,12.70,13.0,13.0
1620581512,2021-05-09T19:31:52+02:00,27.25,55,979.25,6.00,13.0,13.0
1620582118,2021-05-09T19:41:58+02:00,26.62,55,978.48,4.50,14.0,13.0
1620582711,2021-05-09T19:51:51+02:00,26.19,59,977.84,4.40,12.0,13.0
1620583311,2021-05-09T20:01:51+02:00,25.69,56,977.21,1.10,14.0,13.0
1620583912,2021-05-09T20:11:52+02:00,25.19,57,976.63,0.60,0.0,13.0
1620584511,2021-05-09T20:21:51+02:00,25.25,58,976.47,1.40,4.0,13.0
1620585113,2021-05-09T20:31:53+02:00,25.06,58,976.25,7.60,2.0,13.0
1620585713,2021-05-09T20:41:53+02:00,25.12,58,976.34,4.90,2.0,13.0
1620586311,2021-05-09T20:51:51+02:00,25.00,58,976.29,6.00,2.0,13.0
1620586912,2021-05-09T21:01:52+02:00,25.06,57,976.31,2.40,2.0,12.9
1620622914,2021-05-10T07:01:54+02:00,18.69,57,967.32,2.30,0.0,12.8
1620623510,2021-05-10T07:11:50+02:00,18.94,57,967.92,0.90,13.0,12.8
1620624114,2021-05-10T07:21:54+02:00,19.44,57,968.68,1.60,3.0,12.8
1620624711,2021-05-10T07:31:51+02:00,19.62,56,969.10,17.90,0.0,12.8
1620625311,2021-05-10T07:41:51+02:00,19.81,56,969.32,11.30,14.0,12.8
1620625912,2021-05-10T07:51:52+02:00,19.88,55,969.72,4.30,0.0,12.8
1620626511,2021-05-10T08:01:51+02:00,20.12,55,970.20,1.30,15.0,12.8
1620627113,2021-05-10T08:11:53+02:00,19.94,56,970.38,15.90,15.0,12.8
1620627711,2021-05-10T08:21:51+02:00,19.94,56,970.45,19.70,15.0,12.8
1620628314,2021-05-10T08:31:54+02:00,19.94,55,970.63,14.40,14.0,12.8
1620628914,2021-05-10T08:41:54+02:00,19.50,55,969.92,9.20,14.0,12.8
1620629513,2021-05-10T08:51:53+02:00,19.94,56,970.69,12.10,14.0,12.9
1620630112,2021-05-10T09:01:52+02:00,20.69,56,971.79,9.20,14.0,12.9
1620630710,2021-05-10T09:11:50+02:00,21.38,56,973.13,7.20,15.0,13.0
1620631311,2021-05-10T09:21:51+02:00,20.56,55,971.64,10.60,14.0,12.8
1620631911,2021-05-10T09:31:51+02:00,19.81,54,970.72,10.90,14.0,12.8
1620632510,2021-05-10T09:41:50+02:00,20.44,55,971.88,10.10,12.0,12.9
1620633111,2021-05-10T09:51:51+02:00,20.88,56,972.41,6.70,13.0,12.9
1620633711,2021-05-10T10:01:51+02:00,19.88,55,971.03,8.60,0.0,12.8
1620634312,2021-05-10T10:11:52+02:00,20.00,56,971.53,9.80,15.0,12.9
1620634910,2021-05-10T10:21:50+02:00,19.19,55,970.11,3.30,14.0,12.9
1620635511,2021-05-10T10:31:51+02:00,19.06,55,970.11,10.50,14.0,12.9
1620636112,2021-05-10T10:41:52+02:00,19.12,57,970.04,10.80,13.0,12.8
1620636711,2021-05-10T10:51:51+02:00,18.75,56,969.61,10.20,14.0,12.8
1620637312,2021-05-10T11:01:52+02:00,19.00,57,969.97,11.60,15.0,12.9
1620637912,2021-05-10T11:11:52+02:00,20.12,57,971.73,12.10,15.0,13.0
1620638513,2021-05-10T11:21:53+02:00,21.69,55,974.59,3.60,13.0,13.1
1620639111,2021-05-10T11:31:51+02:00,21.25,55,973.51,3.70,14.0,12.9
1620639712,2021-05-10T11:41:52+02:00,20.00,55,971.84,6.00,13.0,12.8
1620640311,2021-05-10T11:51:51+02:00,19.56,55,971.48,4.30,12.0,12.8
1620640913,2021-05-10T12:01:53+02:00,19.31,55,971.12,4.40,12.0,12.8
1620641511,2021-05-10T12:11:51+02:00,18.88,56,970.28,6.80,13.0,12.8
1620642111,2021-05-10T12:21:51+02:00,19.38,56,970.93,8.20,14.0,12.9
1620642712,2021-05-10T12:31:52+02:00,18.56,56,969.72,13.20,14.0,12.8
1620643312,2021-05-10T12:41:52+02:00,18.94,56,970.33,11.60,13.0,12.9
1620643909,2021-05-10T12:51:49+02:00,18.88,56,970.21,13.70,14.0,12.8
1620644512,2021-05-10T13:01:52+02:00,17.94,56,968.70,16.80,14.0,12.8
1620645114,2021-05-10T13:11:54+02:00,16.69,57,966.14,1.00,13.0,12.8
1620645714,2021-05-10T13:21:54+02:00,16.06,59,965.04,2.90,1.0,12.8
1620646312,2021-05-10T13:31:52+02:00,15.69,59,964.29,7.40,15.0,12.8
1620646913,2021-05-10T13:41:53+02:00,15.75,60,964.18,7.30,14.0,12.9
1620647511,2021-05-10T13:51:51+02:00,15.88,60,964.36,9.80,14.0,12.9
1620648110,2021-05-10T14:01:50+02:00,15.88,60,964.62,4.80,12.0,12.9
1620648711,2021-05-10T14:11:51+02:00,17.00,60,966.06,5.40,11.0,13.0
1620649310,2021-05-10T14:21:50+02:00,17.25,58,966.80,3.00,10.0,12.9
1620649911,2021-05-10T14:31:51+02:00,17.81,57,967.97,0.00,13.0,12.9
1620650512,2021-05-10T14:41:52+02:00,18.06,57,968.41,0.00,6.0,12.9
1620651113,2021-05-10T14:51:53+02:00,17.88,56,968.17,5.30,9.0,12.9
1620651713,2021-05-10T15:01:53+02:00,17.44,56,967.40,1.50,7.0,12.9
1620652313,2021-05-10T15:11:53+02:00,17.06,57,966.62,5.30,9.0,12.8
1620652912,2021-05-10T15:21:52+02:00,16.81,57,966.15,11.10,9.0,12.8
1620653511,2021-05-10T15:31:51+02:00,16.81,57,966.03,1.80,7.0,12.8
1620654112,2021-05-10T15:41:52+02:00,16.31,57,965.51,1.40,10.0,12.8
1620654712,2021-05-10T15:51:52+02:00,15.50,57,964.51,3.20,10.0,12.8
1620655310,2021-05-10T16:01:50+02:00,15.12,58,964.01,3.40,8.0,12.8
1620655911,2021-05-10T16:11:51+02:00,15.31,60,964.20,0.10,8.0,12.8
1620656512,2021-05-10T16:21:52+02:00,15.25,60,964.18,0.00,10.0,12.8
1620657110,2021-05-10T16:31:50+02:00,15.19,60,964.05,0.90,8.0,12.8
1620657709,2021-05-10T16:41:49+02:00,15.12,158,964.15,0.00,10.0,12.8
1620658311,2021-05-10T16:51:51+02:00,15.19,60,964.11,0.70,11.0,12.8
1620658911,2021-05-10T17:01:51+02:00,15.06,60,963.72,2.00,12.0,12.8
1620659512,2021-05-10T17:11:52+02:00,14.94,60,963.06,5.70,14.0,12.7
1620660112,2021-05-10T17:21:52+02:00,14.81,60,962.99,3.20,13.0,12.7
1620660709,2021-05-10T17:31:49+02:00,14.75,59,963.01,3.00,14.0,12.7
1620661313,2021-05-10T17:41:53+02:00,14.56,59,962.62,7.40,15.0,12.7
1620661913,2021-05-10T17:51:53+02:00,14.38,59,962.11,5.10,14.0,12.7
1620662512,2021-05-10T18:01:52+02:00,14.25,60,962.12,0.40,0.0,12.7
1620663111,2021-05-10T18:11:51+02:00,14.12,60,962.16,2.60,2.0,12.7
1620663712,2021-05-10T18:21:52+02:00,14.38,60,962.22,0.70,12.0,12.8
1620664314,2021-05-10T18:31:54+02:00,14.31,60,962.41,0.00,2.0,12.7
1620664911,2021-05-10T18:41:51+02:00,14.31,60,962.50,0.00,7.0,12.7
1620665510,2021-05-10T18:51:50+02:00,14.38,60,962.68,0.00,8.0,12.7
1620666112,2021-05-10T19:01:52+02:00,14.44,60,962.69,0.00,11.0,12.7
1620666711,2021-05-10T19:11:51+02:00,14.31,60,962.50,0.40,14.0,12.7
1620667313,2021-05-10T19:21:53+02:00,14.19,60,962.21,0.00,4.0,12.7
1620667910,2021-05-10T19:31:50+02:00,14.00,60,961.96,2.00,7.0,12.7
1620668512,2021-05-10T19:41:52+02:00,13.81,60,961.74,0.60,11.0,12.7
1620669112,2021-05-10T19:51:52+02:00,13.69,61,961.36,0.00,8.0,12.7
1620669712,2021-05-10T20:01:52+02:00,13.75,61,961.32,0.00,7.0,12.7
1620670311,2021-05-10T20:11:51+02:00,13.69,61,961.20,5.60,7.0,12.7
1620670913,2021-05-10T20:21:53+02:00,13.38,61,960.77,5.00,6.0,12.7
1620671512,2021-05-10T20:31:52+02:00,13.38,62,960.72,2.80,7.0,12.7
1620672113,2021-05-10T20:41:53+02:00,13.31,62,960.54,0.70,6.0,12.7
1620672712,2021-05-10T20:51:52+02:00,13.31,62,960.56,0.00,5.0,12.7
1620673314,2021-05-10T21:01:54+02:00,13.25,62,960.45,2.60,8.0,12.7
1620709313,2021-05-11T07:01:53+02:00,12.12,62,957.58,7.40,2.0,12.6
1620709914,2021-05-11T07:11:54+02:00,12.12,62,957.58,5.60,3.0,12.6
1620710513,2021-05-11T07:21:53+02:00,12.25,61,957.71,6.90,2.0,12.6
1620711113,2021-05-11T07:31:53+02:00,12.25,62,957.71,6.30,3.0,12.6
1620711712,2021-05-11T07:41:52+02:00,12.12,61,957.71,3.80,2.0,12.6
1620712317,2021-05-11T07:51:57+02:00,12.25,61,957.99,3.00,3.0,12.6
1620712911,2021-05-11T08:01:51+02:00,12.38,62,958.19,5.10,3.0,12.6
1620713513,2021-05-11T08:11:53+02:00,12.56,61,958.36,5.40,1.0,12.6
1620714112,2021-05-11T08:21:52+02:00,12.50,61,958.32,7.10,2.0,12.6
1620714712,2021-05-11T08:31:52+02:00,12.56,61,958.51,5.90,3.0,12.6
1620715310,2021-05-11T08:41:50+02:00,12.38,61,958.06,11.00,2.0,12.6
1620715913,2021-05-11T08:51:53+02:00,12.38,61,958.15,5.10,3.0,12.6
1620716512,2021-05-11T09:01:52+02:00,12.44,61,958.43,5.70,2.0,12.6
1620717113,2021-05-11T09:11:53+02:00,12.50,61,958.46,6.10,2.0,12.6
1620717713,2021-05-11T09:21:53+02:00,12.50,86,958.40,6.70,3.0,12.6
1620718315,2021-05-11T09:31:55+02:00,12.44,61,958.15,10.80,3.0,12.6
1620718912,2021-05-11T09:41:52+02:00,12.56,61,958.53,6.30,3.0,12.6
1620719511,2021-05-11T09:51:51+02:00,12.81,61,958.89,9.70,2.0,12.6
1620720111,2021-05-11T10:01:51+02:00,12.69,61,958.74,9.70,2.0,12.6
1620720711,2021-05-11T10:11:51+02:00,12.75,61,958.82,5.40,2.0,12.6
1620721311,2021-05-11T10:21:51+02:00,12.69,61,958.85,6.80,2.0,12.6
1620721912,2021-05-11T10:31:52+02:00,12.75,61,958.88,1.10,2.0,12.6
1620722510,2021-05-11T10:41:50+02:00,12.81,61,959.09,2.70,0.0,12.6
1620723112,2021-05-11T10:51:52+02:00,12.75,61,958.97,1.30,3.0,12.6
1620723713,2021-05-11T11:01:53+02:00,12.81,61,959.13,4.50,3.0,12.6
1620724311,2021-05-11T11:11:51+02:00,12.81,61,959.22,6.90,2.0,12.6
1620724914,2021-05-11T11:21:54+02:00,12.88,61,959.22,6.50,3.0,12.6
1620725510,2021-05-11T11:31:50+02:00,12.81,61,959.26,0.00,2.0,12.6
1620726111,2021-05-11T11:41:51+02:00,12.88,61,959.31,13.10,2.0,12.7
1620726711,2021-05-11T11:51:51+02:00,12.94,60,959.36,5.20,2.0,12.6
1620727310,2021-05-11T12:01:50+02:00,12.94,60,959.53,9.60,2.0,12.6
1620727911,2021-05-11T12:11:51+02:00,12.88,60,959.54,8.80,13.0,12.6
1620728511,2021-05-11T12:21:51+02:00,13.06,60,959.80,6.30,15.0,12.6
1620729111,2021-05-11T12:31:51+02:00,13.06,60,959.66,4.50,0.0,12.6
1620729710,2021-05-11T12:41:50+02:00,13.00,60,959.71,3.10,1.0,12.6
1620730311,2021-05-11T12:51:51+02:00,12.75,60,959.24,7.60,0.0,12.6
